user_id,name,gender,age,city,region,registration_date,primary_app,preferred_device,credit_score,monthly_income_uzs,identity_verified,historical_tx_count
U001068,Robiya Xoliqov,F,36,Termez,Surxondaryo,2019-05-11,Ipak Yo'li,iOS,300,11086157,1,393
U001069,Firdavs Karimov,M,18,Namangan,Namangan,2020-08-22,Uzum Bank,Web,694,3355934,1,447
U001070,Sarvinoz Xasanov,F,54,Fergana,Fergana,2022-10-05,Kapitalbank Mobile,iOS,538,1574037,1,115
U001071,Jasur Mirzayev,M,29,Guliston,Sirdaryo,2019-05-04,Uzum Bank,Android,665,5316673,1,122
U001072,Kamol Umarov,M,58,Bukhara,Bukhara,2019-11-06,Payme,Android,536,5917346,1,431
U001073,Bobur Sobirov,M,46,Namangan,Namangan,2020-07-12,Anorbank,Android,672,3840017,1,508
U001074,Barno Umarov,F,43,Samarkand,Samarkand,2023-01-12,Ipak Yo'li,Web,534,1134005,1,506
U001075,Robiya Rahimov,F,26,Fergana,Fergana,2023-01-16,Click,Web,599,7574041,1,19
U001076,Sardor Davlatov,M,56,Bukhara,Bukhara,2022-07-18,Payme,Android,581,4017689,1,378
U001077,Nodira Qodirov,F,26,Jizzakh,Jizzakh,2022-04-30,Kapitalbank Mobile,Android,590,2905506,0,127
U001078,Mohira Ergashev,F,40,Namangan,Namangan,2019-02-17,Payme,iOS,752,7139183,1,438
U001079,Feruza Sobirov,F,63,Qarshi,Qashqadaryo,2020-03-11,Anorbank,iOS,355,1038710,1,638
U001080,Alisher Ahmedov,M,67,Bukhara,Bukhara,2023-08-10,Kapitalbank Mobile,iOS,541,3742971,1,767
U001081,Kamola Ahmedov,F,71,Namangan,Namangan,2022-08-05,Anorbank,Android,573,2530171,1,391
U001082,Doniyor Umarov,M,69,Bukhara,Bukhara,2020-03-15,Click,iOS,555,8568140,0,396
U001083,Ibrohim Yusupov,M,48,Fergana,Fergana,2022-07-15,TBC Uzbekistan,iOS,502,4049092,1,472
U001084,Alisher Toshmatov,M,28,Tashkent,Tashkent City,2022-08-14,TBC Uzbekistan,Android,485,2083335,1,43
U001085,Ozoda Ahmedov,F,63,Tashkent,Tashkent City,2022-09-17,Uzum Bank,iOS,733,6928918,1,271
U001086,Lola Yusupov,F,61,Fergana,Fergana,2023-11-24,TBC Uzbekistan,Android,541,800389,1,251
U001087,Shahnoza Karimov,F,71,Fergana,Fergana,2021-09-13,Payme,Web,842,4746958,1,452
U001088,Nilufar Qodirov,F,53,Namangan,Namangan,2019-04-20,TBC Uzbekistan,USSD,613,1640150,1,124
U001089,Ravshan Sobirov,M,25,Nukus,Karakalpakstan,2023-02-03,Ipak Yo'li,iOS,515,2651963,1,30
U001090,Ibrohim Ahmedov,M,45,Andijan,Andijan,2019-01-28,Anorbank,Android,616,3029375,1,272
U001091,Shahnoza Nazarov,F,42,Urgench,Xorazm,2022-03-16,Anorbank,Web,563,6042575,1,19
U001092,Kamola Salimov,F,63,Nukus,Karakalpakstan,2022-12-24,Uzum Bank,Android,711,13128819,1,563
U001093,Sherzod Xasanov,M,39,Jizzakh,Jizzakh,2019-08-17,Anorbank,Android,409,1203255,0,723
U001094,Eldor Toshmatov,M,35,Bukhara,Bukhara,2022-12-26,Uzum Bank,Android,333,4574720,1,548
U001095,Nodira Sobirov,F,22,Bukhara,Bukhara,2023-01-18,Hamkorbank,Android,593,13121297,1,229
U001096,Asliddin Karimov,M,63,Andijan,Andijan,2022-04-08,Ipak Yo'li,Web,650,2481852,1,565
U001097,Shahnoza Mirzayev,F,58,Tashkent,Tashkent City,2020-08-13,Payme,Android,584,2391124,0,642
U001098,Zulfiya Toshmatov,F,20,Termez,Surxondaryo,2020-01-04,Click,iOS,630,4032274,1,714
U001099,Asliddin Rahimov,M,41,Andijan,Andijan,2022-07-10,Uzum Bank,iOS,613,5754970,1,413
U001100,Ravshan Rahimov,M,43,Andijan,Andijan,2019-10-14,Anorbank,iOS,372,5193053,1,322
U001101,Shahnoza Rahimov,F,43,Fergana,Fergana,2022-05-17,Ipak Yo'li,Android,583,2822270,1,60
U001102,Doniyor Xoliqov,M,67,Tashkent,Tashkent City,2019-11-06,Hamkorbank,Android,708,2162447,1,366
U001103,Nodir Mirzayev,M,26,Andijan,Andijan,2020-09-05,Payme,Web,570,7709404,1,50
U001104,Bobur Yusupov,M,34,Guliston,Sirdaryo,2021-07-13,Hamkorbank,Android,392,2199039,1,305
U001105,Lola Qodirov,F,27,Qarshi,Qashqadaryo,2019-10-23,Ipak Yo'li,Android,509,1108548,1,49
U001106,Shahnoza Boymurodov,F,31,Fergana,Fergana,2022-12-21,Anorbank,iOS,616,1463346,0,300
U001107,Kamol Boymurodov,M,66,Fergana,Fergana,2022-06-22,TBC Uzbekistan,iOS,765,2477076,1,401
U001108,Shahnoza Qodirov,F,68,Nukus,Karakalpakstan,2019-01-30,TBC Uzbekistan,iOS,315,8569987,1,270
U001109,Sherzod Nazarov,M,20,Guliston,Sirdaryo,2023-03-30,Ipak Yo'li,Android,593,1715570,1,266
U001110,Zafar Qodirov,M,52,Guliston,Sirdaryo,2022-08-01,Kapitalbank Mobile,Android,438,8722569,1,590
U001111,Dilshod Rahimov,M,30,Andijan,Andijan,2023-03-10,Click,Android,610,7666454,1,782
U001112,Ibrohim Ergashev,M,28,Guliston,Sirdaryo,2022-01-03,Click,iOS,620,4006434,0,208
U001113,Mohira Davlatov,F,33,Tashkent,Tashkent City,2022-02-17,Anorbank,USSD,522,800000,1,86
U001114,Nodira Salimov,F,28,Namangan,Namangan,2020-11-30,Payme,iOS,625,1720005,1,28
U001115,Doniyor Boymurodov,M,44,Namangan,Namangan,2020-02-20,Anorbank,iOS,686,2393223,1,317
U001116,Mohira Sobirov,F,71,Termez,Surxondaryo,2020-03-05,TBC Uzbekistan,iOS,530,9886636,1,396
U001117,Feruza Qodirov,F,49,Qarshi,Qashqadaryo,2020-07-31,Hamkorbank,iOS,389,2487460,1,11
U001118,Sarvinoz Ergashev,F,57,Nukus,Karakalpakstan,2020-06-14,Anorbank,Android,721,2201202,1,399
U001119,Ibrohim Davlatov,M,44,Namangan,Namangan,2022-10-09,TBC Uzbekistan,Web,649,3918637,0,491
U001120,Nodir Nazarov,M,18,Fergana,Fergana,2021-08-14,Kapitalbank Mobile,iOS,617,1502375,1,370
U001121,Firdavs Yusupov,M,22,Namangan,Namangan,2021-01-19,Anorbank,Android,467,3448674,1,75
U001122,Ravshan Rahimov,M,32,Nukus,Karakalpakstan,2022-08-16,Anorbank,iOS,668,2167617,1,362
U001123,Ibrohim Sobirov,M,31,Andijan,Andijan,2022-08-29,Ipak Yo'li,Android,795,17556299,1,544
U001124,Zafar Yusupov,M,63,Jizzakh,Jizzakh,2023-09-03,Uzum Bank,iOS,535,2018164,1,392
U001125,Doniyor Nazarov,M,63,Termez,Surxondaryo,2020-07-18,Uzum Bank,Web,561,11142022,0,575
U001126,Gulnora Mirzayev,F,64,Bukhara,Bukhara,2020-03-20,Hamkorbank,iOS,422,1765904,1,758
U001127,Nasiba Umarov,F,52,Guliston,Sirdaryo,2019-01-12,Payme,Android,463,4097709,1,788
U001128,Kamola Salimov,F,48,Qarshi,Qashqadaryo,2019-10-19,Hamkorbank,iOS,421,4725396,1,199
U001129,Sardor Mirzayev,M,53,Andijan,Andijan,2022-01-06,Uzum Bank,Android,565,3810733,1,176
U001130,Nodira Xasanov,F,39,Fergana,Fergana,2023-01-16,TBC Uzbekistan,iOS,509,3672980,1,144
U001131,Sarvinoz Rahimov,F,54,Bukhara,Bukhara,2022-01-01,TBC Uzbekistan,Android,594,5868721,1,525
U001132,Zulfiya Mirzayev,F,60,Tashkent,Tashkent City,2023-12-15,Uzum Bank,iOS,442,4495980,1,477
U001133,Sitora Mirzayev,F,59,Nukus,Karakalpakstan,2022-02-19,Anorbank,Web,529,3155104,1,244
U001134,Nozima Mirzayev,F,51,Urgench,Xorazm,2023-05-30,TBC Uzbekistan,Android,435,2335212,1,126
U001135,Nasiba Qodirov,F,21,Andijan,Andijan,2020-05-04,Anorbank,iOS,572,3168687,1,243
U001136,Nilufar Mirzayev,F,57,Andijan,Andijan,2020-08-14,Click,iOS,354,3145302,1,123
U001137,Dilnoza Toshmatov,F,37,Guliston,Sirdaryo,2023-01-20,Ipak Yo'li,iOS,568,3108387,1,685
U001138,Nozima Nazarov,F,58,Guliston,Sirdaryo,2022-04-21,TBC Uzbekistan,USSD,516,3663733,1,387
U001139,Dilfuza Mirzayev,F,47,Nukus,Karakalpakstan,2021-06-08,Click,Android,571,1502559,1,712
U001140,Doniyor Nazarov,M,65,Tashkent,Tashkent City,2023-10-11,Hamkorbank,Android,351,1889317,1,713
U001141,Robiya Boymurodov,F,36,Termez,Surxondaryo,2022-10-23,Click,iOS,628,5765127,1,215
U001142,Firdavs Ahmedov,M,68,Termez,Surxondaryo,2020-06-23,Click,iOS,514,907113,0,91
U001143,Kamola Salimov,F,63,Jizzakh,Jizzakh,2022-01-20,Payme,Web,576,7177722,1,478
U001144,Maftuna Xasanov,F,35,Guliston,Sirdaryo,2020-12-23,Ipak Yo'li,iOS,325,2502801,1,108
U001145,Barno Davlatov,F,44,Qarshi,Qashqadaryo,2021-01-29,Ipak Yo'li,iOS,400,9530012,1,592
U001146,Ravshan Toshmatov,M,46,Samarkand,Samarkand,2023-01-09,Payme,Android,503,7304512,1,543
U001147,Nozima Boymurodov,F,59,Bukhara,Bukhara,2022-05-25,Kapitalbank Mobile,Android,715,2875777,0,271
U001148,Eldor Salimov,M,55,Termez,Surxondaryo,2019-01-23,Click,Web,613,3060361,1,404
U001149,Mirzo Sobirov,M,64,Qarshi,Qashqadaryo,2021-11-15,TBC Uzbekistan,Android,565,9104050,1,123
U001150,Bobur Nazarov,M,37,Nukus,Karakalpakstan,2022-03-26,TBC Uzbekistan,iOS,439,7513515,1,185
U001151,Feruza Karimov,F,45,Andijan,Andijan,2021-07-21,Uzum Bank,iOS,417,6273955,1,653
U001152,Dilshod Sobirov,M,41,Termez,Surxondaryo,2020-07-01,Ipak Yo'li,Android,583,6953726,1,288
U001153,Firdavs Yusupov,M,67,Nukus,Karakalpakstan,2022-03-29,Click,iOS,634,1822574,1,418
U001154,Dilnoza Boymurodov,F,34,Samarkand,Samarkand,2023-09-26,Hamkorbank,Android,575,3958801,1,650
U001155,Shahnoza Ahmedov,F,49,Guliston,Sirdaryo,2019-06-06,Payme,USSD,755,2204579,0,222
U001156,Kamol Nazarov,M,24,Andijan,Andijan,2022-01-05,Click,iOS,468,1794677,1,393
U001157,Nozima Boymurodov,F,63,Namangan,Namangan,2023-07-20,Click,Android,571,3861654,1,22
U001158,Dilshod Davlatov,M,38,Tashkent,Tashkent City,2020-12-31,TBC Uzbekistan,iOS,346,2730425,1,89
U001159,Nozima Xoliqov,F,36,Nukus,Karakalpakstan,2020-09-03,TBC Uzbekistan,Web,575,3167723,1,686
U001160,Behruz Salimov,M,49,Guliston,Sirdaryo,2020-03-27,Click,Android,726,2592809,1,648
U001161,Ozoda Yusupov,F,44,Samarkand,Samarkand,2020-02-15,Ipak Yo'li,Android,425,1648847,1,355
U001162,Robiya Davlatov,F,63,Bukhara,Bukhara,2020-12-14,Payme,iOS,651,9687523,1,333
U001163,Ozoda Rahimov,F,46,Bukhara,Bukhara,2022-11-09,Hamkorbank,iOS,722,3843021,1,443
U001164,Lola Rahimov,F,45,Samarkand,Samarkand,2019-11-28,Uzum Bank,Android,467,1473214,0,413
U001165,Zulfiya Rahimov,F,23,Qarshi,Qashqadaryo,2020-02-26,Uzum Bank,iOS,606,3903780,1,107
U001166,Jasur Sobirov,M,19,Namangan,Namangan,2023-12-28,Click,iOS,739,8719804,1,134
U001167,Sherzod Nazarov,M,39,Urgench,Xorazm,2023-12-23,Hamkorbank,Web,577,6221427,1,66
U001168,Sardor Yusupov,M,71,Andijan,Andijan,2020-02-19,TBC Uzbekistan,Web,644,2563899,1,477
U001169,Jasur Mirzayev,M,67,Qarshi,Qashqadaryo,2021-02-06,Uzum Bank,Android,337,2601110,1,284
U001170,Lola Xoliqov,F,51,Samarkand,Samarkand,2021-01-06,Kapitalbank Mobile,iOS,621,1970953,1,479
U001171,Alisher Rahimov,M,52,Namangan,Namangan,2020-06-25,Payme,Android,612,2242094,1,183
U001172,Dilfuza Davlatov,F,39,Andijan,Andijan,2019-10-06,Payme,Android,390,2354271,1,290
U001173,Timur Karimov,M,27,Tashkent,Tashkent City,2019-04-24,Anorbank,Android,434,1450342,0,27
U001174,Jasur Sobirov,M,18,Nukus,Karakalpakstan,2022-01-25,Uzum Bank,iOS,622,2681496,1,321
U001175,Nilufar Karimov,F,36,Nukus,Karakalpakstan,2019-03-18,Uzum Bank,Web,513,4302301,1,140
U001176,Lola Xasanov,F,35,Andijan,Andijan,2022-02-07,Kapitalbank Mobile,Android,683,2730172,1,761
U001177,Robiya Qodirov,F,28,Fergana,Fergana,2019-06-23,Uzum Bank,Android,587,3987542,1,523
U001178,Jasur Sobirov,M,31,Urgench,Xorazm,2019-10-09,Uzum Bank,iOS,556,9262026,1,431
U001179,Ozoda Toshmatov,F,19,Urgench,Xorazm,2019-01-10,Uzum Bank,USSD,529,10529303,1,200
U001180,Mahliyo Yusupov,F,50,Tashkent,Tashkent City,2020-12-27,Uzum Bank,iOS,585,3360220,1,240
U001181,Nodir Mirzayev,M,68,Qarshi,Qashqadaryo,2020-08-19,Uzum Bank,Android,646,5935031,1,772
U001182,Dilfuza Xasanov,F,55,Jizzakh,Jizzakh,2020-08-29,Ipak Yo'li,Web,614,3166969,0,158
U001183,Barno Xasanov,F,42,Jizzakh,Jizzakh,2020-07-20,Click,iOS,499,2611797,0,720
U001184,Doniyor Umarov,M,40,Namangan,Namangan,2023-09-09,Ipak Yo'li,Android,698,1790809,0,707
U001185,Alisher Ahmedov,M,34,Urgench,Xorazm,2021-02-23,Hamkorbank,Android,628,3686694,1,276
U001186,Ravshan Nazarov,M,25,Urgench,Xorazm,2023-01-16,Anorbank,Android,596,6708613,1,146
U001187,Shahnoza Qodirov,F,50,Andijan,Andijan,2020-03-01,Uzum Bank,iOS,561,1629235,0,633
U001188,Zulfiya Rahimov,F,48,Jizzakh,Jizzakh,2021-05-31,Kapitalbank Mobile,Web,610,2946172,1,717
U001189,Zulfiya Ahmedov,F,18,Qarshi,Qashqadaryo,2019-04-25,Anorbank,iOS,330,2862106,1,143
U001190,Sarvinoz Ahmedov,F,40,Urgench,Xorazm,2020-04-16,Ipak Yo'li,USSD,578,4058811,1,735
U001191,Ibrohim Davlatov,M,33,Termez,Surxondaryo,2019-05-10,Click,Android,746,4097685,1,372
U001192,Nodira Karimov,F,27,Urgench,Xorazm,2019-02-07,Click,iOS,576,4831245,1,609
U001193,Behruz Umarov,M,55,Guliston,Sirdaryo,2019-11-29,Ipak Yo'li,iOS,560,10923891,1,343
U001194,Nozima Sobirov,F,46,Jizzakh,Jizzakh,2019-10-18,Payme,Android,478,2076046,1,560
U001195,Mirzo Toshmatov,M,52,Nukus,Karakalpakstan,2020-07-31,Click,Android,609,2008707,1,698
U001196,Sanjar Rahimov,M,56,Fergana,Fergana,2022-09-19,Ipak Yo'li,Web,526,4059997,1,167
U001197,Nodir Mirzayev,M,71,Qarshi,Qashqadaryo,2019-09-28,Hamkorbank,Android,707,8367850,1,324
U001198,Kamol Davlatov,M,61,Jizzakh,Jizzakh,2022-01-19,Payme,USSD,446,1455480,1,436
U001199,Dilshod Rahimov,M,51,Andijan,Andijan,2020-10-28,Kapitalbank Mobile,Web,495,4269882,1,130
U001200,Zulfiya Xasanov,F,65,Namangan,Namangan,2021-01-05,Anorbank,Android,477,3101729,1,101
U001201,Ibrohim Rahimov,M,43,Termez,Surxondaryo,2023-08-11,Payme,Android,770,5843534,1,558
U001202,Ozoda Boymurodov,F,71,Guliston,Sirdaryo,2021-04-28,Payme,iOS,527,5102226,1,657
U001203,Jasur Mirzayev,M,59,Jizzakh,Jizzakh,2020-04-22,Kapitalbank Mobile,iOS,484,3603382,1,512
U001204,Sitora Yusupov,F,53,Samarkand,Samarkand,2020-03-10,Anorbank,iOS,300,4689268,1,465
U001205,Doniyor Umarov,M,66,Guliston,Sirdaryo,2019-11-04,Click,Android,440,2357958,1,257
U001206,Firdavs Ergashev,M,45,Urgench,Xorazm,2023-01-03,Anorbank,Web,613,5657021,1,700
U001207,Kamol Nazarov,M,56,Samarkand,Samarkand,2022-04-28,Kapitalbank Mobile,iOS,612,8041994,1,593
U001208,Sitora Ahmedov,F,33,Tashkent,Tashkent City,2020-05-03,Anorbank,iOS,471,3716785,0,390
U001209,Robiya Boymurodov,F,70,Bukhara,Bukhara,2021-06-14,Hamkorbank,USSD,478,2740091,0,512
U001210,Doniyor Yusupov,M,51,Guliston,Sirdaryo,2021-07-11,Uzum Bank,iOS,773,3208077,1,630
U001211,Sardor Salimov,M,60,Urgench,Xorazm,2019-03-28,Uzum Bank,iOS,850,5621434,1,123
U001212,Nodira Toshmatov,F,42,Fergana,Fergana,2023-07-17,Uzum Bank,Web,687,3413176,1,452
U001213,Mohira Nazarov,F,64,Qarshi,Qashqadaryo,2022-12-08,Click,USSD,737,1703997,1,161
U001214,Sardor Boymurodov,M,22,Andijan,Andijan,2021-09-04,TBC Uzbekistan,Web,762,6196755,1,289
U001215,Asliddin Ahmedov,M,24,Jizzakh,Jizzakh,2022-07-29,Ipak Yo'li,Web,815,1940724,1,529
U001216,Nasiba Karimov,F,45,Samarkand,Samarkand,2019-07-19,Payme,Android,513,4515244,0,642
U001217,Dilshod Xoliqov,M,57,Namangan,Namangan,2023-11-19,Anorbank,Web,444,1142188,1,480
U001218,Timur Nazarov,M,61,Bukhara,Bukhara,2022-03-14,Hamkorbank,Web,770,3734647,1,730
U001219,Alisher Ahmedov,M,41,Jizzakh,Jizzakh,2023-09-09,Click,iOS,434,3359477,1,27
U001220,Zafar Ergashev,M,53,Fergana,Fergana,2023-04-27,Hamkorbank,iOS,426,1075216,1,170
U001221,Sitora Ahmedov,F,47,Termez,Surxondaryo,2021-12-02,Kapitalbank Mobile,iOS,429,4273579,1,204
U001222,Sardor Qodirov,M,69,Guliston,Sirdaryo,2020-06-10,Click,iOS,534,1807503,0,583
U001223,Nodir Umarov,M,53,Bukhara,Bukhara,2022-06-05,Uzum Bank,Android,311,3682581,1,74
U001224,Sardor Xasanov,M,40,Guliston,Sirdaryo,2021-07-23,Click,iOS,378,2733881,1,160
U001225,Feruza Ahmedov,F,70,Samarkand,Samarkand,2021-01-17,Payme,Android,475,1439691,1,779
U001226,Sherzod Ahmedov,M,23,Urgench,Xorazm,2022-07-22,Click,iOS,406,1868857,1,316
U001227,Mirzo Salimov,M,71,Termez,Surxondaryo,2023-06-10,Ipak Yo'li,Web,677,1960788,1,386
U001228,Ulugbek Umarov,M,26,Urgench,Xorazm,2019-11-09,Payme,Android,550,6310473,1,736
U001229,Nilufar Qodirov,F,33,Samarkand,Samarkand,2021-10-05,Ipak Yo'li,USSD,619,5779125,1,405
U001230,Kamola Salimov,F,62,Guliston,Sirdaryo,2022-11-21,Anorbank,iOS,606,13058820,1,174
U001231,Dilshod Toshmatov,M,57,Urgench,Xorazm,2020-08-17,Kapitalbank Mobile,USSD,525,2574453,1,117
U001232,Sherzod Umarov,M,70,Samarkand,Samarkand,2020-09-15,Ipak Yo'li,Android,668,2525207,1,249
U001233,Behruz Sobirov,M,58,Fergana,Fergana,2019-01-18,Payme,Android,604,3795008,1,374
U001234,Ravshan Sobirov,M,52,Urgench,Xorazm,2020-08-12,Anorbank,iOS,511,2828094,1,495
U001235,Mahliyo Karimov,F,36,Nukus,Karakalpakstan,2021-12-06,Uzum Bank,iOS,347,2467548,1,770
U001236,Zulfiya Salimov,F,18,Andijan,Andijan,2023-11-09,Payme,iOS,612,3616178,1,356
U001237,Ibrohim Umarov,M,24,Namangan,Namangan,2021-08-16,Ipak Yo'li,iOS,398,5338411,1,691
U001238,Asliddin Boymurodov,M,34,Fergana,Fergana,2020-06-14,Ipak Yo'li,Android,595,985583,0,9
U001239,Doniyor Karimov,M,20,Guliston,Sirdaryo,2023-01-21,Hamkorbank,Web,559,2482937,1,385
U001240,Maftuna Sobirov,F,45,Qarshi,Qashqadaryo,2019-12-09,TBC Uzbekistan,Android,386,1508456,1,310
U001241,Sarvinoz Umarov,F,59,Termez,Surxondaryo,2019-12-08,Hamkorbank,Android,581,3191414,1,704
U001242,Ibrohim Nazarov,M,70,Urgench,Xorazm,2021-08-09,Ipak Yo'li,Web,572,4537340,1,756
U001243,Kamol Ergashev,M,44,Urgench,Xorazm,2023-01-28,Uzum Bank,Android,573,6840959,1,337
U001244,Doniyor Ergashev,M,65,Andijan,Andijan,2020-01-23,Click,iOS,567,2698013,0,758
U001245,Sherzod Xasanov,M,71,Urgench,Xorazm,2019-01-28,Uzum Bank,iOS,471,3730441,1,489
U001246,Firdavs Xasanov,M,64,Namangan,Namangan,2022-08-13,Payme,Android,620,1275691,0,344
U001247,Timur Yusupov,M,43,Qarshi,Qashqadaryo,2021-12-07,Kapitalbank Mobile,Android,467,2088578,1,305
U001248,Zulfiya Ergashev,F,35,Namangan,Namangan,2022-06-05,Click,Android,421,3963185,1,8
U001249,Zafar Xasanov,M,70,Guliston,Sirdaryo,2020-12-25,TBC Uzbekistan,Android,630,1548604,1,544
U001250,Zafar Qodirov,M,31,Termez,Surxondaryo,2019-08-05,Kapitalbank Mobile,Android,662,7351983,1,298
U001251,Nozima Umarov,F,40,Qarshi,Qashqadaryo,2020-08-28,Anorbank,Android,622,4791640,1,561
U001252,Barno Xasanov,F,21,Nukus,Karakalpakstan,2021-05-07,Hamkorbank,Web,525,2034019,1,306
U001253,Shahnoza Davlatov,F,60,Fergana,Fergana,2021-03-01,Click,Web,317,1438304,1,83
U001254,Dilfuza Mirzayev,F,53,Urgench,Xorazm,2023-06-11,Kapitalbank Mobile,Android,727,2273191,1,721
U001255,Kamola Toshmatov,F,22,Namangan,Namangan,2020-02-13,Hamkorbank,iOS,315,2040451,1,718
U001256,Sherzod Qodirov,M,29,Urgench,Xorazm,2020-07-23,Payme,Android,620,1686346,1,255
U001257,Jasur Ahmedov,M,47,Namangan,Namangan,2019-12-01,Uzum Bank,Android,803,1504825,1,200
U001258,Mirzo Ahmedov,M,47,Samarkand,Samarkand,2021-11-07,Payme,Android,567,3048113,0,477
U001259,Nasiba Xoliqov,F,61,Termez,Surxondaryo,2023-01-09,Kapitalbank Mobile,iOS,584,5430979,1,609
U001260,Nasiba Sobirov,F,32,Termez,Surxondaryo,2023-05-31,Hamkorbank,Android,595,2284423,1,389
U001261,Dilfuza Yusupov,F,67,Andijan,Andijan,2020-02-20,Ipak Yo'li,Web,573,4570822,1,753
U001262,Maftuna Boymurodov,F,42,Qarshi,Qashqadaryo,2021-02-23,Kapitalbank Mobile,iOS,832,2875186,0,406
U001263,Asliddin Mirzayev,M,62,Termez,Surxondaryo,2022-09-06,TBC Uzbekistan,iOS,448,5053863,1,234
U001264,Nozima Boymurodov,F,30,Urgench,Xorazm,2019-03-25,Click,Web,433,2183384,1,563
U001265,Ozoda Ahmedov,F,19,Guliston,Sirdaryo,2022-07-22,Anorbank,Android,510,4142741,1,780
U001266,Nasiba Qodirov,F,20,Jizzakh,Jizzakh,2019-09-03,Anorbank,iOS,758,3761590,1,535
U001267,Nozima Nazarov,F,38,Nukus,Karakalpakstan,2019-03-02,Anorbank,Android,480,7926048,0,619
U001268,Mirzo Ahmedov,M,69,Bukhara,Bukhara,2019-07-26,Anorbank,Android,601,4893994,1,795
U001269,Gulnora Ahmedov,F,20,Samarkand,Samarkand,2023-05-27,Hamkorbank,Android,678,4081102,1,586
U001270,Alisher Toshmatov,M,37,Fergana,Fergana,2022-05-27,Anorbank,Android,643,1448936,1,687
U001271,Kamol Mirzayev,M,23,Qarshi,Qashqadaryo,2022-12-11,Ipak Yo'li,iOS,672,2553880,1,84
U001272,Kamol Ergashev,M,68,Termez,Surxondaryo,2022-06-13,Click,Android,720,2165224,1,138
U001273,Ibrohim Karimov,M,54,Tashkent,Tashkent City,2022-12-23,Ipak Yo'li,Android,586,2137078,1,370
U001274,Kamola Mirzayev,F,59,Termez,Surxondaryo,2021-06-25,Uzum Bank,Web,495,3532716,1,622
U001275,Kamola Qodirov,F,56,Urgench,Xorazm,2023-01-16,Click,Android,567,4044086,1,378
U001276,Sardor Sobirov,M,53,Termez,Surxondaryo,2019-04-14,TBC Uzbekistan,Android,509,4140131,1,670
U001277,Nozima Yusupov,F,59,Fergana,Fergana,2021-11-29,TBC Uzbekistan,Android,850,7460551,1,716
U001278,Firdavs Nazarov,M,18,Tashkent,Tashkent City,2022-10-09,Click,Android,486,4678102,0,251
U001279,Dilshod Yusupov,M,64,Nukus,Karakalpakstan,2023-12-18,Ipak Yo'li,Web,607,1675400,1,392
U001280,Mohira Ahmedov,F,57,Qarshi,Qashqadaryo,2020-10-17,Anorbank,Web,369,3952259,1,602
U001281,Sardor Xoliqov,M,57,Fergana,Fergana,2019-11-23,Uzum Bank,iOS,565,4969848,1,308
U001282,Dilfuza Davlatov,F,39,Fergana,Fergana,2022-08-07,TBC Uzbekistan,Android,515,7463887,1,40
U001283,Sitora Ahmedov,F,61,Fergana,Fergana,2019-05-13,Click,Web,631,3190724,1,339
U001284,Robiya Sobirov,F,38,Fergana,Fergana,2022-11-18,TBC Uzbekistan,iOS,634,3209395,1,587
U001285,Ibrohim Rahimov,M,20,Namangan,Namangan,2022-07-09,Payme,Web,720,6686569,1,770
U001286,Barno Umarov,F,67,Qarshi,Qashqadaryo,2022-06-15,Click,Android,710,3895854,1,172
U001287,Ulugbek Nazarov,M,30,Namangan,Namangan,2020-06-20,TBC Uzbekistan,iOS,542,1341405,1,491
U001288,Barno Ergashev,F,23,Nukus,Karakalpakstan,2019-08-08,Anorbank,Android,436,1179440,1,481
U001289,Dilfuza Rahimov,F,51,Andijan,Andijan,2022-01-15,TBC Uzbekistan,iOS,450,10561645,1,398
U001290,Kamol Ahmedov,M,30,Termez,Surxondaryo,2020-10-24,Hamkorbank,Web,586,1251729,1,697
U001291,Mirzo Sobirov,M,64,Jizzakh,Jizzakh,2020-12-15,Kapitalbank Mobile,iOS,568,3165895,1,611
U001292,Ulugbek Karimov,M,41,Qarshi,Qashqadaryo,2019-12-09,Kapitalbank Mobile,iOS,580,5945491,0,42
U001293,Ulugbek Xasanov,M,18,Samarkand,Samarkand,2020-08-31,Hamkorbank,Android,485,1214094,1,224
U001294,Nodir Nazarov,M,69,Termez,Surxondaryo,2023-02-27,Ipak Yo'li,Android,722,1829104,1,22
U001295,Ravshan Salimov,M,45,Namangan,Namangan,2023-06-19,Anorbank,USSD,373,1656519,1,684
U001296,Sarvinoz Xoliqov,F,32,Tashkent,Tashkent City,2020-09-28,Hamkorbank,Android,479,10313345,1,412
U001297,Sitora Yusupov,F,54,Bukhara,Bukhara,2019-09-17,Click,Android,420,11747675,1,498
U001298,Alisher Karimov,M,46,Guliston,Sirdaryo,2019-03-03,Payme,Android,524,2252993,1,169
U001299,Timur Toshmatov,M,19,Nukus,Karakalpakstan,2019-12-11,TBC Uzbekistan,iOS,699,4955320,1,211
U001300,Maftuna Sobirov,F,59,Bukhara,Bukhara,2019-01-18,Anorbank,iOS,515,4210580,1,211
U001301,Zulfiya Toshmatov,F,39,Samarkand,Samarkand,2022-05-03,Uzum Bank,Android,562,2957330,1,78
U001302,Feruza Salimov,F,55,Qarshi,Qashqadaryo,2022-03-18,Hamkorbank,iOS,629,1318766,1,321
U001303,Maftuna Boymurodov,F,66,Urgench,Xorazm,2022-11-29,TBC Uzbekistan,iOS,509,13974599,1,401
U001304,Kamola Mirzayev,F,50,Andijan,Andijan,2020-08-29,Payme,iOS,595,1177218,1,585
